id,mag,ra,dec
4957,12.99,13:05:12.39,+27:34:11.1
4958,10.59,13:05:48.88,-08:01:13.0
4961,13.51,13:05:47.57,+27:44:02.9
4965,12.41,13:07:09.38,-28:13:41.5
4966,13.32,13:06:17.31,+29:03:46.3
4968,14.79,13:07:05.98,-23:40:37.3
4974,13.30,13:05:55.89,+53:39:33.4
4976,10.08,13:08:37.53,-49:30:23.1
4981,11.41,13:08:48.74,-06:46:39.1
4983,13.95,13:08:27.29,+28:19:13.8
4984,11.01,13:08:57.23,-15:30:58.7
4990,13.82,13:09:17.29,-05:16:22.1
4995,11.11,13:09:40.65,-07:50:00.3
5000,13.28,13:09:47.49,+28:54:25.0
5004,13.15,13:11:01.55,+29:38:12.1
5004,14.44,13:11:01.70,+29:34:41.8
5004,14.67,13:10:47.65,+29:42:35.6
5005,10.71,13:10:56.23,+37:03:33.1
5011,11.38,13:12:51.86,-43:05:46.4
5014,12.83,13:11:31.22,+36:16:55.7
5016,12.56,13:12:06.68,+24:05:42.0
5017,12.57,13:12:54.50,-16:45:57.0
5018,10.85,13:13:01.03,-19:31:05.5
5023,12.29,13:12:12.60,+44:02:28.4
5024,7.79,13:12:55.23,+18:10:08.8
5026,11.81,13:14:13.64,-42:57:40.6
5032,12.82,13:13:26.95,+27:48:08.6
5033,10.68,13:13:27.47,+36:35:38.2
5035,12.84,13:14:49.23,-16:29:33.7
5037,12.14,13:14:59.37,-16:35:25.1
5041,13.38,13:14:32.46,+30:42:20.8
5042,11.78,13:15:31.02,-23:59:02.6
5044,10.78,13:15:23.97,-16:23:07.9
5049,13.05,13:15:59.30,-16:23:49.8
5052,13.57,13:15:34.89,+29:40:33.9
5053,9.96,13:16:26.99,+17:41:51.9
5054,10.79,13:16:58.49,-16:38:05.5
5055,8.61,13:15:49.33,+42:01:45.4
5056,13.13,13:16:12.32,+30:57:01.2
5061,10.31,13:18:05.07,-26:50:14.0
5062,12.24,13:18:23.62,-35:27:31.2
5064,12.04,13:18:59.93,-47:54:31.2
5068,10.06,13:18:54.81,-21:02:20.8
5074,14.03,13:18:25.77,+31:28:08.7
5077,11.65,13:19:31.67,-12:39:25.1
5078,10.64,13:19:49.98,-27:24:37.4
5081,13.13,13:19:08.24,+28:30:24.9
5084,10.49,13:20:16.92,-21:49:39.3
5085,12.60,13:20:17.75,-24:26:24.5
5087,11.13,13:20:24.96,-20:36:39.6
5090,11.28,13:21:12.82,-43:42:16.4
5091,13.35,13:21:17.72,-43:43:10.8
5101,10.46,13:21:46.24,-27:25:49.9
5102,9.88,13:21:57.61,-36:37:48.9
5105,11.81,13:21:49.09,-13:12:24.4
5112,12.17,13:21:56.40,+38:44:04.9
5120,10.80,13:25:39.41,-63:27:30.0
5121,11.62,13:24:45.61,-37:40:55.9
5124,12.08,13:24:50.43,-30:18:27.1
5128,7.22,13:25:27.62,-43:01:08.8
5129,12.11,13:24:10.01,+13:58:35.5
5134,11.77,13:25:18.55,-21:08:03.0
5135,12.59,13:25:44.06,-29:50:01.2
5138,5.33,13:27:15.21,-59:02:27.4
5139,5.33,13:26:45.89,-47:28:36.7
5140,12.97,13:26:21.73,-33:52:06.5
5141,12.80,13:24:51.44,+36:22:42.7
5142,13.25,13:25:01.11,+36:23:58.2
5144,13.15,13:22:54.08,+70:30:53.0
5147,12.13,13:26:19.73,+02:06:03.1
5150,12.60,13:27:36.54,-29:33:44.1
5153,11.92,13:27:54.33,-29:37:04.9
5156,11.86,13:28:44.09,-48:55:00.5
5161,11.52,13:29:13.91,-33:10:25.8
5168,9.10,13:31:05.25,-60:56:21.2
5170,11.23,13:29:48.79,-17:57:59.1
5171,12.80,13:29:21.56,+11:44:06.4
5172,11.96,13:29:19.31,+17:03:06.9
5180,13.00,13:29:26.96,+16:49:33.0
5182,12.56,13:30:41.11,-28:09:01.1
5188,12.04,13:31:28.28,-34:47:39.9
5190,13.14,13:30:38.55,+18:08:04.6
5193,11.73,13:31:53.53,-33:14:03.2
5194,8.36,13:29:52.71,+47:11:42.6
5195,9.58,13:29:59.59,+47:15:58.1
5198,11.78,13:30:11.40,+46:40:14.8
5204,11.32,13:29:36.51,+58:25:07.4
5205,12.77,13:30:03.58,+62:30:41.7
5206,10.49,13:33:43.98,-48:09:04.2
5211,13.10,13:33:05.34,-01:02:08.9
5214,13.67,13:32:48.70,+41:52:18.6
5216,16.14,13:32:06.89,+62:42:02.5
5218,12.32,13:32:10.38,+62:46:03.9
5227,13.21,13:35:24.56,+01:24:38.1
5229,13.85,13:34:02.83,+47:54:55.6
5231,16.15,13:35:48.25,+02:59:56.1
5236,7.21,13:37:00.95,-29:51:55.5
5237,12.49,13:37:39.05,-42:50:49.1
5238,13.40,13:34:42.51,+51:36:49.2
5244,13.30,13:38:41.70,-45:51:21.5
5247,10.41,13:38:03.04,-17:53:02.5
5248,9.97,13:37:32.02,+08:53:06.6
5249,13.97,13:37:37.50,+15:58:20.0
5252,14.21,13:38:15.96,+04:32:33.3
5253,10.28,13:39:55.96,-31:38:24.4
5254,12.16,13:39:37.91,-11:29:37.9
5256,13.42,13:38:17.50,+48:16:37.0
5256,13.42,13:38:17.31,+48:16:32.0
5257,13.04,13:39:52.91,+00:50:24.0
5258,13.04,13:39:57.69,+00:49:51.4
5262,13.65,13:35:38.58,+75:02:21.9
5264,11.98,13:41:36.68,-29:54:47.1
5266,10.77,13:43:02.11,-48:10:09.9
5266,13.82,13:40:37.10,-48:20:31.1
5268,11.33,13:42:12.59,-13:51:34.4
5272,6.39,13:42:11.23,+28:22:31.6
5273,12.16,13:42:08.34,+35:39:15.2
5275,14.20,13:42:23.56,+29:49:29.6
5280,13.63,13:42:55.54,+29:52:07.0
5281,5.90,13:46:35.15,-62:54:59.5
5283,14.05,13:41:05.76,+67:40:20.3
5286,8.31,13:46:26.58,-51:22:24.5
5288,11.80,13:48:44.94,-64:41:07.4
5289,12.97,13:45:08.71,+41:30:12.2
5290,16.50,13:45:19.18,+41:42:45.3
5291,14.00,13:47:24.48,-30:24:25.2
5292,11.92,13:47:40.07,-30:56:22.3
5293,13.10,13:46:52.68,+16:16:22.3
5296,13.81,13:46:18.66,+43:51:04.9
5297,11.76,13:46:23.67,+43:52:20.4
5298,13.09,13:48:36.49,-30:25:42.7
5301,12.63,13:46:24.67,+46:06:25.4
5302,12.43,13:48:49.68,-30:30:40.0
5304,13.56,13:50:01.48,-30:34:42.5
5307,11.20,13:51:03.30,-51:12:20.8
5308,11.32,13:47:00.43,+60:58:23.4
5311,13.30,13:48:56.08,+39:59:06.4
5313,12.09,13:49:44.34,+39:59:05.2
5315,9.80,13:53:56.89,-66:30:51.0
5316,6.00,13:53:57.22,-61:52:08.8
5318,13.50,13:50:36.01,+33:42:17.6
5320,12.40,13:50:20.38,+41:21:58.4
5322,10.14,13:49:15.27,+60:11:25.9
5324,12.18,13:52:05.89,-06:03:29.9
5326,11.87,13:50:50.70,+39:34:29.5
5328,11.71,13:52:53.31,-28:29:21.8
5329,12.46,13:52:10.09,+02:19:30.4
5330,13.57,13:52:59.19,-28:28:14.4
5332,12.95,13:52:07.92,+16:58:11.1
5333,11.89,13:54:24.22,-48:30:45.1
5334,11.73,13:52:54.46,-01:06:52.7
5339,12.24,13:54:00.27,-07:55:50.4
5347,12.68,13:53:17.83,+33:29:27.0
5350,11.47,13:53:21.63,+40:21:50.2
5351,12.15,13:53:27.71,+37:54:53.9
5353,11.02,13:53:26.69,+40:16:58.9
5354,11.38,13:53:26.70,+40:18:09.9
5355,13.18,13:53:45.56,+40:20:19.2
5357,12.01,13:55:59.55,-30:20:29.2
5362,12.76,13:54:53.30,+41:18:48.7
5363,10.21,13:56:07.21,+05:15:17.2
5364,10.52,13:56:12.00,+05:00:52.1
5365,11.32,13:57:50.64,-43:55:52.7
5365,13.52,13:56:39.53,-44:00:33.3
5371,11.69,13:55:39.94,+40:27:42.3
5372,13.37,13:54:45.99,+58:40:00.7
5375,12.08,13:56:56.00,+29:09:51.7
5376,12.33,13:55:16.07,+59:30:23.8
5377,11.27,13:56:16.67,+47:14:08.5
5379,13.42,13:55:34.32,+59:44:34.1
5380,12.29,13:56:56.69,+37:36:37.4
5382,12.60,13:58:14.89,+06:15:31.3
5383,11.57,13:57:04.97,+41:50:46.5
5384,13.07,13:58:12.86,+06:31:05.5
5389,11.98,13:56:06.33,+59:44:31.4
5394,12.94,13:58:33.65,+37:27:12.5
5395,11.66,13:58:37.98,+37:25:28.1
5397,12.85,14:01:10.46,-33:56:45.0
5398,12.39,14:01:21.56,-33:03:49.6
5406,12.33,14:00:20.12,+38:54:55.5
5408,11.64,14:03:20.91,-41:22:39.7
5409,13.33,14:01:46.08,+09:29:25.0
5411,13.31,14:01:59.26,+08:56:15.7
5416,13.29,14:02:11.32,+09:26:24.4
5419,10.77,14:03:38.73,-33:58:41.7
5421,14.30,14:01:41.88,+33:49:25.6
5422,11.80,14:00:42.04,+55:09:52.1
5423,12.86,14:02:48.62,+09:20:29.0
5424,13.14,14:02:55.70,+09:25:14.4
5426,12.16,14:03:24.85,-06:04:08.8
5427,12.39,14:03:26.05,-06:01:50.9
5434,13.28,14:03:23.14,+09:26:53.1
5436,13.83,14:03:41.10,+09:34:24.6
5444,11.86,14:03:24.13,+35:07:55.6
5448,11.88,14:02:50.03,+49:10:21.7
5457,7.90,14:03:12.54,+54:20:56.2
5460,5.60,14:07:27.81,-48:20:33.1
5464,12.97,14:07:04.40,-30:01:01.6
5465,14.47,14:06:27.28,-05:30:22.6
5466,9.70,14:05:27.36,+28:32:04.2
5467,15.12,14:06:29.50,-05:28:53.3
5468,12.05,14:06:34.89,-05:27:11.2
5473,11.47,14:04:43.23,+54:53:33.5
5474,11.01,14:05:01.61,+53:39:44.0
5477,13.78,14:05:33.30,+54:27:40.1
5478,13.64,14:08:08.51,-01:42:08.3
5480,12.18,14:06:21.58,+50:43:30.4
5483,11.13,14:10:25.03,-43:19:28.6
5485,11.50,14:07:11.35,+55:00:06.1
5490,12.05,14:09:57.29,+17:32:44.0
5493,11.42,14:11:29.38,-05:02:37.0
5494,12.63,14:12:24.18,-30:38:38.7
5495,13.50,14:12:23.35,-27:06:28.9
5506,12.56,14:13:14.89,-03:12:27.3
5507,12.44,14:13:19.87,-03:08:56.0
5515,13.70,14:12:38.17,+39:18:37.0
5516,11.99,14:15:54.69,-48:06:53.5
5520,12.75,14:12:22.79,+50:20:54.3
5525,12.84,14:15:39.23,+14:16:57.4
5529,11.91,14:15:34.07,+36:13:35.7
5530,11.19,14:18:27.15,-43:23:18.9
5532,11.94,14:16:52.95,+10:48:26.6
5533,11.81,14:16:07.74,+35:20:37.8
5534,12.49,14:17:40.26,-07:25:02.7
5546,12.29,14:18:09.23,+07:33:52.4
5548,13.37,14:17:59.53,+25:08:12.4
5556,11.82,14:20:34.09,-29:14:30.4
5557,11.02,14:18:25.72,+36:29:36.8
5560,12.35,14:20:04.49,+03:59:32.9
5566,10.51,14:20:19.89,+03:56:01.5
5574,12.45,14:20:55.97,+03:14:16.8
5576,10.90,14:21:03.68,+03:16:15.6
5582,11.62,14:20:43.12,+39:41:36.9
5585,11.02,14:19:48.20,+56:43:44.6
5591,13.88,14:22:33.29,+13:43:01.9
5592,12.73,14:23:55.05,-28:41:17.0
5595,12.02,14:24:13.24,-16:43:22.8
5596,13.50,14:22:28.74,+37:07:19.9
5597,12.89,14:24:27.44,-16:45:45.9
5600,12.39,14:23:49.52,+14:38:19.6
5602,12.53,14:22:18.83,+50:30:05.0
5603,13.01,14:23:01.53,+40:22:38.7
5604,12.87,14:24:42.80,-03:12:43.8
5605,12.50,14:25:07.57,-13:09:46.8
5606,7.70,14:27:47.28,-59:37:56.1
5607,13.50,14:19:26.70,+71:35:17.6
5608,13.36,14:23:17.89,+41:46:33.2
5612,12.08,14:34:01.25,-78:23:15.0
5614,11.71,14:24:07.59,+34:51:31.9
5617,6.30,14:29:44.07,-60:42:39.0
5618,13.40,14:27:11.81,-02:15:44.7
5622,13.44,14:26:12.19,+48:33:50.4
5623,12.53,14:27:08.68,+33:15:09.2
5624,13.69,14:26:35.21,+51:35:07.3
5629,12.19,14:28:16.37,+25:50:55.6
5631,11.56,14:26:33.30,+56:34:57.5
5633,12.46,14:27:28.38,+46:08:47.5
5634,10.05,14:29:37.28,-05:58:35.1
5635,13.90,14:28:31.76,+27:24:32.2
5638,11.21,14:29:40.38,+03:13:59.9
5643,11.49,14:32:40.74,-44:10:27.9
5645,12.41,14:30:39.35,+07:16:30.3
5653,12.22,14:30:10.42,+31:12:55.8
5656,12.43,14:30:25.51,+35:19:15.7
5660,11.91,14:29:49.81,+49:37:21.6
5662,5.50,14:35:37.58,-56:37:05.1
5664,14.52,14:33:43.62,-14:37:10.9
5667,12.95,14:30:22.91,+59:28:11.2
5668,11.71,14:33:24.34,+04:27:01.6
5670,11.96,14:35:36.03,-45:58:01.1
5672,13.52,14:32:38.34,+31:40:12.6
5673,12.17,14:31:30.91,+49:57:31.4
5674,13.70,14:33:52.24,+05:27:29.6
5675,14.00,14:32:39.83,+36:18:07.9
5676,11.22,14:32:46.85,+49:27:28.4
5678,11.43,14:32:05.61,+57:55:17.2
5682,14.34,14:34:44.98,+48:40:12.9
5683,15.04,14:34:52.45,+48:39:42.9
5684,12.72,14:35:50.16,+36:32:35.6
5687,11.74,14:34:52.40,+54:28:33.1
5688,11.81,14:39:35.15,-45:01:08.4
5689,11.80,14:35:29.69,+48:44:29.9
5691,12.38,14:37:53.34,-00:23:56.0
5694,10.89,14:39:36.51,-26:32:18.0
5695,12.93,14:37:22.12,+36:34:04.1
5701,11.20,14:39:11.08,+05:21:48.5
5710,12.99,14:39:16.19,+20:02:37.3
5713,11.32,14:40:11.51,-00:17:20.3
5715,9.80,14:43:29.69,-57:34:37.3
5727,13.65,14:40:26.12,+33:59:20.8
5728,11.51,14:42:23.90,-17:15:11.1
5735,13.36,14:42:33.24,+28:43:35.2
5740,11.90,14:44:24.45,+01:40:47.2
5746,10.55,14:44:55.92,+01:57:18.0
5749,8.80,14:48:53.94,-54:29:51.7
5750,11.69,14:46:11.12,-00:13:22.6
5756,12.28,14:47:33.73,-14:51:12.9
5757,13.60,14:47:46.38,-19:04:42.8
5758,13.65,14:47:02.08,+13:40:06.2
5761,12.49,14:49:08.48,-20:22:33.7
5764,12.60,14:53:32.24,-52:40:13.9
5765,14.60,14:50:50.70,+05:07:10.0
5770,12.27,14:53:15.02,+03:57:35.0
5774,12.24,14:53:42.46,+03:34:57.0
5775,11.43,14:53:57.60,+03:32:40.0
5778,13.93,14:54:31.49,+18:38:32.3
5780,13.96,14:54:22.67,+28:56:22.8
5786,11.89,14:58:56.26,-42:00:48.1
5791,11.85,14:58:46.22,-19:16:00.7
5792,11.26,14:58:22.71,-01:05:27.9
5793,13.23,14:59:24.76,-16:41:36.1
5796,11.58,14:59:24.11,-16:37:25.9
5804,15.94,14:57:06.80,+49:40:08.5
5806,11.65,15:00:00.40,+01:53:28.7
5812,11.23,15:00:55.70,-07:27:26.5
5813,10.53,15:01:11.23,+01:42:07.1
5820,12.24,14:58:39.82,+53:53:09.9
5822,6.50,15:04:21.25,-54:23:47.1
5823,7.90,15:05:30.63,-55:36:13.5
5824,9.56,15:03:58.64,-33:04:05.3
5829,13.47,15:02:42.01,+23:20:01.0
5831,11.46,15:04:07.00,+01:13:11.7
5832,12.26,14:57:45.71,+71:40:56.4
5833,11.93,15:11:53.65,-72:51:33.9
5838,10.81,15:05:26.26,+02:05:57.6
5839,12.19,15:05:27.49,+01:38:05.3
5845,11.40,15:06:00.81,+01:38:01.7
5846,10.18,15:06:29.28,+01:36:20.2
5846,13.37,15:06:29.20,+01:35:41.5
5850,11.00,15:07:07.69,+01:32:39.3
5851,15.00,15:06:53.42,+12:51:31.9
5854,11.80,15:07:47.70,+02:34:07.1
5856,6.03,15:07:20.23,+18:26:32.8
5857,13.09,15:07:27.31,+19:35:51.5
5859,12.43,15:07:34.74,+19:34:56.3
5861,11.69,15:09:16.09,-11:19:18.0
5866,9.89,15:06:29.50,+55:45:47.6
5869,12.19,15:09:49.44,+00:28:12.1
5873,11.00,15:12:50.80,-38:07:32.0
5874,12.49,15:07:51.83,+54:45:10.0
5878,11.67,15:13:45.71,-14:16:11.4
5879,11.47,15:09:46.73,+57:00:00.7
5882,10.18,15:16:50.00,-45:38:57.5
5885,11.70,15:15:04.16,-10:05:09.6
5892,12.17,15:13:48.21,-15:27:50.0
5897,8.52,15:17:24.40,-21:00:36.4
5898,11.38,15:18:13.56,-24:05:52.6
5899,12.28,15:15:03.22,+42:02:59.4
5900,13.39,15:15:05.16,+42:12:33.9
5903,11.27,15:18:36.53,-24:04:06.9
5904,5.95,15:18:33.75,+02:04:57.7
5905,12.50,15:15:23.32,+55:31:02.5
5907,10.37,15:15:53.77,+56:19:43.6
5908,11.89,15:16:43.22,+55:24:33.3
5909,13.58,15:11:28.03,+75:23:01.7
5912,12.98,15:11:40.90,+75:23:05.3
5915,12.41,15:21:33.08,-13:05:30.3
5919,14.44,15:21:36.88,+07:43:09.5
5920,13.77,15:21:51.85,+07:42:31.7
5921,11.02,15:21:56.56,+05:04:13.9
5923,13.13,15:21:14.24,+41:43:33.4
5925,8.40,15:27:26.82,-54:31:43.6
5927,8.86,15:28:00.43,-50:40:22.0
5929,14.00,15:26:06.16,+41:40:14.4
5930,12.53,15:26:07.94,+41:40:33.8
5936,12.46,15:30:00.83,+12:59:21.6
5938,11.49,15:36:26.27,-66:51:35.1
5940,14.90,15:31:18.07,+07:27:27.9
5946,10.72,15:35:28.57,-50:39:35.0
5953,12.45,15:34:32.38,+15:11:37.6
5957,12.25,15:35:23.21,+12:02:51.4
5961,13.78,15:35:16.32,+30:51:51.0
5962,11.50,15:36:31.68,+16:36:28.0
5963,12.12,15:33:27.86,+56:33:34.9
5964,11.82,15:37:36.22,+05:58:26.5
5965,11.78,15:34:02.46,+56:41:08.2
5966,12.22,15:35:52.14,+39:46:08.2
5967,12.20,15:48:15.93,-75:40:22.6
5968,12.23,15:39:57.17,-30:33:10.0
5970,11.61,15:38:29.97,+12:11:11.8
5972,14.27,15:38:54.17,+17:01:34.3
5974,14.16,15:39:02.42,+31:45:35.7
5976,14.77,15:36:47.97,+59:23:51.9
5979,11.50,15:47:41.06,-61:13:04.3
5981,12.93,15:37:53.45,+59:23:30.3
5982,11.07,15:38:39.83,+59:21:21.0
5985,11.81,15:39:37.09,+59:19:55.0
5986,6.92,15:46:03.44,-37:47:10.1
5987,11.72,15:39:57.37,+58:04:46.3
5990,13.30,15:46:16.36,+02:24:55.5
5992,13.97,15:44:21.51,+41:05:10.9
5993,13.51,15:44:27.62,+41:07:14.9
5995,13.69,15:48:24.95,-13:45:28.0
5996,12.79,15:46:58.88,+17:53:03.1
5999,9.00,15:52:08.63,-56:28:22.1
6000,13.00,15:49:49.55,-29:23:12.6
6003,13.36,15:49:25.64,+19:01:55.5
6005,10.70,15:55:48.70,-57:26:14.6
6007,13.20,15:53:23.18,+11:57:33.1
6012,11.96,15:54:13.94,+14:36:04.5
6013,13.63,15:52:52.84,+40:38:48.2
6015,11.17,15:51:25.23,+62:18:36.1
6018,13.44,15:57:29.77,+15:52:21.4
6020,12.73,15:57:08.14,+22:24:16.5
6021,13.03,15:57:30.69,+15:57:21.8
6022,14.72,15:57:47.77,+16:16:56.3
6023,13.13,15:57:49.62,+16:18:36.7
6025,5.10,16:03:17.79,-60:25:52.9
6026,12.90,16:01:20.91,-34:32:39.2
6028,13.48,16:01:28.96,+19:21:35.6
6030,12.93,16:01:51.42,+17:57:27.0
6031,8.50,16:07:35.38,-54:00:53.8
6032,13.56,16:03:01.12,+20:57:21.4
6034,13.53,16:03:32.08,+17:11:55.3
6035,13.50,16:03:24.18,+20:53:28.5
6039,14.10,16:04:39.57,+17:42:03.1
6044,14.30,16:04:59.68,+17:52:13.3
6045,13.97,16:05:07.89,+17:45:27.6
6047,13.49,16:05:08.99,+17:43:47.6
6049,6.27,16:05:37.93,+08:05:46.5
6050,14.71,16:05:23.37,+17:45:25.8
6050,15.43,16:05:22.22,+17:45:15.1
6051,13.02,16:04:56.67,+23:55:57.7
6052,13.18,16:05:12.87,+20:32:32.6
6054,14.18,16:05:38.15,+17:46:04.4
6055,14.62,16:05:39.65,+18:09:51.7
6056,13.89,16:05:31.28,+17:57:49.1
6057,13.84,16:05:32.56,+18:09:34.5
6058,12.90,16:04:26.54,+40:40:59.0
6061,13.64,16:06:16.03,+18:14:59.8
6062,13.70,16:06:22.82,+19:46:40.7
6067,5.60,16:13:11.05,-54:13:08.2
6068,12.34,15:55:25.99,+78:59:48.4
6068,14.10,15:54:47.51,+78:59:06.4
6070,11.75,16:09:58.69,+00:42:33.5
6072,11.70,16:12:58.20,-36:13:48.0
6073,13.55,16:10:10.85,+16:41:58.6
6084,13.89,16:14:16.72,+17:45:26.8
6086,12.80,16:12:35.53,+29:29:05.2
6087,5.40,16:18:50.58,-57:56:04.5
6093,7.30,16:17:02.51,-22:58:30.4
6095,12.65,16:11:10.97,+61:16:04.7
6101,10.08,16:25:48.57,-72:12:05.6
6104,13.62,16:16:30.69,+35:42:29.0
6106,12.20,16:18:47.17,+07:24:39.2
6107,13.76,16:17:20.13,+34:54:07.0
6109,12.81,16:17:40.52,+35:00:15.4
6115,9.80,16:24:26.38,-51:56:53.7
6118,11.71,16:21:48.62,-02:17:00.4
6121,5.40,16:23:35.40,-26:31:31.9
6124,5.80,16:25:20.06,-40:39:13.3
6125,12.00,16:19:11.55,+57:59:03.2
6126,13.62,16:21:27.93,+36:22:35.9
6131,13.28,16:21:52.25,+38:55:56.8
6134,7.20,16:27:46.50,-49:09:04.2
6137,12.45,16:23:03.10,+37:55:20.5
6139,9.68,16:27:40.51,-38:50:59.1
6140,11.66,16:20:58.16,+65:23:26.0
6144,9.63,16:27:14.14,-26:01:29.0
6146,12.52,16:25:10.36,+40:53:34.3
6152,8.10,16:32:45.62,-52:38:38.4
6153,10.90,16:31:30.64,-40:15:12.4
6156,11.98,16:34:52.55,-60:37:07.7
6158,13.69,16:27:40.89,+39:22:58.8
6159,14.30,16:27:25.23,+42:40:47.0
6164,6.71,16:33:41.84,-48:04:48.2
6165,6.71,16:34:03.45,-48:09:01.8
6166,11.91,16:28:38.48,+39:33:05.6
6167,6.70,16:34:34.98,-49:46:18.8
6169,6.60,16:34:04.63,-44:02:44.3
6171,8.85,16:32:31.92,-13:03:13.1
6173,12.14,16:29:44.90,+40:48:41.8
6178,7.20,16:35:47.25,-45:38:37.5
6181,11.82,16:32:20.96,+19:49:35.6
6192,8.50,16:40:23.87,-43:22:00.5
6195,13.22,16:36:32.57,+39:01:40.4
6196,12.91,16:37:53.92,+36:04:23.0
6200,7.40,16:44:07.35,-47:27:45.6
6204,8.20,16:46:09.50,-47:01:01.1
6205,5.80,16:41:41.63,+36:27:40.7
6207,11.64,16:43:03.75,+36:49:56.7
6208,7.20,16:49:28.19,-53:43:42.0
6210,9.65,16:44:29.52,+23:47:59.4
6211,14.30,16:41:27.64,+57:47:01.1
6212,15.00,16:43:23.14,+39:48:23.2
6215,11.16,16:51:06.81,-58:59:36.5
6216,10.10,16:49:23.61,-44:43:53.5
6217,12.82,16:32:39.20,+78:11:53.4
6218,6.07,16:47:14.52,-01:56:52.2
6221,10.54,16:52:46.08,-59:13:07.0
6227,5.22,16:51:33.72,-41:13:49.9
6229,9.86,16:46:58.86,+47:31:40.1
6231,2.60,16:54:10.92,-41:49:27.3
6235,7.20,16:53:25.36,-22:10:38.8
6236,13.93,16:44:34.65,+70:46:48.8
6238,14.47,16:47:16.63,+62:08:49.3
6239,12.40,16:50:04.98,+42:44:22.9
6240,13.27,16:52:58.87,+02:24:03.3
6242,6.40,16:55:33.44,-39:27:39.4
6246,13.63,16:49:52.72,+55:32:31.4
6246,12.49,16:50:13.98,+55:23:04.6
6249,8.20,16:57:41.50,-44:48:42.8
6250,5.90,16:57:56.07,-45:56:11.9
6251,14.00,16:32:31.97,+82:32:16.4
6253,10.20,16:59:05.13,-52:42:31.7
6254,4.98,16:57:08.99,-04:05:57.6
6255,12.87,16:54:47.95,+36:30:04.0
6259,8.00,17:00:45.40,-44:39:17.9
6264,15.40,16:57:16.13,+27:50:58.6
6266,7.39,17:01:12.60,-30:06:44.5
6268,9.50,17:02:10.39,-39:43:41.6
6269,12.31,16:57:58.09,+27:51:15.6
6273,5.57,17:02:37.68,-26:16:04.6
6274,14.33,16:59:20.50,+29:56:47.1
6275,17.37,16:55:33.37,+63:14:31.9
6281,5.40,17:04:41.30,-37:59:06.8
6284,7.43,17:04:28.75,-24:45:51.6
6287,10.30,17:05:09.34,-22:42:28.8
6290,13.56,17:00:56.43,+58:58:13.8
6293,9.02,17:10:10.41,-26:34:54.3
6300,10.27,17:16:59.47,-62:49:14.0
6302,9.60,17:13:44.63,-37:06:11.3
6304,9.03,17:14:32.51,-29:27:44.2
6305,12.15,17:18:00.92,-59:10:19.5
6306,13.86,17:07:36.98,+60:43:44.0
6309,11.50,17:14:04.30,-12:54:38.0
6314,13.10,17:12:38.71,+23:16:12.2
6315,13.31,17:12:46.15,+23:13:24.8
6316,9.03,17:16:37.41,-28:08:24.1
6318,11.80,17:16:11.59,-39:25:29.9
6322,6.00,17:18:25.79,-42:56:02.5
6328,15.50,17:23:41.03,-65:00:36.6
6333,8.42,17:19:11.78,-18:30:58.5
6337,12.30,17:22:15.61,-38:29:01.4
6338,12.42,17:15:22.99,+57:24:40.3
6340,11.11,17:10:24.85,+72:18:16.0
6341,6.52,17:17:07.27,+43:08:11.5
6342,10.01,17:21:10.14,-19:35:14.7
6347,13.45,17:19:54.67,+16:39:38.5
6352,8.87,17:25:29.16,-48:25:21.7
6355,11.05,17:23:58.65,-26:21:12.3
6356,7.42,17:23:34.99,-17:48:46.9
6359,12.62,17:17:52.99,+61:46:50.9
6362,8.86,17:31:54.84,-67:02:52.3
6365,17.98,17:22:43.81,+62:09:57.9
6369,11.40,17:29:20.50,-23:45:34.0
6370,14.20,17:23:25.18,+56:58:28.3
6372,12.92,17:27:31.85,+26:28:30.5
6374,5.50,17:34:42.54,-32:34:52.9
6376,14.10,17:25:19.18,+58:49:02.8
6379,12.89,17:30:34.91,+16:17:19.5
6384,10.63,17:32:24.30,+07:03:37.0
6387,16.81,17:28:23.83,+57:32:43.4
6389,12.10,17:32:39.77,+16:24:06.4
6392,12.27,17:43:30.37,-69:47:06.7
6394,15.40,17:30:21.42,+59:38:23.6
6396,8.50,17:37:36.34,-35:01:33.1
6397,5.17,17:40:41.36,-53:40:25.3
6400,8.80,17:40:12.80,-36:56:51.8
6401,10.71,17:38:36.93,-23:54:31.6
6402,5.73,17:37:36.16,-03:14:45.3
6404,10.60,17:39:37.36,-33:14:48.2
6405,4.20,17:40:20.75,-32:15:15.0
6411,11.86,17:35:32.85,+60:48:48.2
6412,11.83,17:29:37.51,+75:42:15.9
6418,14.50,17:38:09.32,+58:42:53.7
6423,15.60,17:36:53.33,+68:10:17.3
6425,7.20,17:47:01.68,-31:31:45.8
6434,13.20,17:36:48.82,+72:05:20.3
6438,11.61,18:22:17.48,-85:24:07.4
6439,12.60,17:48:19.80,-16:28:44.0
6440,10.10,17:48:52.67,-20:21:34.5
6441,8.00,17:50:12.84,-37:03:03.9
6445,11.20,17:49:15.06,-20:00:34.2
6446,15.03,17:46:07.51,+35:34:09.8
6447,12.99,17:46:17.23,+35:34:19.1
6451,8.20,17:50:40.64,-30:12:41.8
6454,13.50,17:44:56.61,+55:42:17.2
6469,8.20,17:53:12.13,-22:16:30.4
6475,3.30,17:53:51.18,-34:47:34.2
6482,11.33,17:51:48.81,+23:04:19.0
6483,11.96,17:59:30.81,-63:40:07.4
